MRP_WHS_GRP,WS_CD,JOC_CD,VENDOR_CD,VENDOR_DESC,DISB_CHARGE_CD,ITEM_NO,ITEM_DESC,WHS_CD,STD_PACK,PLAN_LOT_SIZE,USAGE_QTY,PLAN_LOT_USAGE_QTY,SUPPLY_QTY,OPEN_QTY,PARENT_ITEM_DESC,START_ECN_ACCUM_QTY,END_ECN_ACCUM_QTY
BTV,FGL14,23590053,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502397201,"LAYER PAD B, PMOD (SM LYX)",RC1S1,1,544,0.0625,34,0,34,P-MOD (YSCM043CCO01),1,544
BTV,FGL14,23590052,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,502399601,PRISM ON PRISM (LYX SM),RC1S1,1,544,1,544,0,544,P-MOD (YSCM043CCO01),1,544
BTV,FGL14,23590052,080140,TOKOPAK SDN BHD,OUTJIT,502291601,"CUSHION,UPP CTR PMOD (SM PHN)",RC1S1,1,544,0.125,68,0,68,P-MOD (YSCM043CCO01),1,544
BTV,FGL14,23590052,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101410211,LIQUID CRYSTAL ELEMENT(B430QUB,RCGS1,1,544,1,544,0,544,P-MOD (YSCM043CCO01),1,544
BTV,FGL14,22971020,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,502506701,PRISM H SHEET (LYX M),RC1S1,1,71,1,71,0,71,SV-40202(TW6)/KM-50X85K/TW6,1,71
BTV,FGL14,22971020,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212303,"CUSHION, UPPER (ML RIS)",RC1S1,1,71,1,71,0,71,SV-40202(TW6)/KM-50X85K/TW6,1,71
BTV,FGL14,22804017,080012,AUREUMAEX PRECISION PLASTICS M,INJIT,502458913,REAR COVER ASSY (ML LYX),RC1S1,1,97,1,97,0,97,SV-40274(VN3)/KD-50X85K/AZ1,1,97
BTV,FGL14,22804017,080121,NISSHO PRECISION (MALAYSIA) SB,INJITIOP,502317101,FORMING REF. SHEET (PHN M),RC1S1,1,97,1,97,65,32,SV-40274(VN3)/KD-50X85K/AZ1,1,97
BTV,FGL14,22804017,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502212101,"CUSHION, LOWER (ML RIS)",RC1S1,1,97,1,97,20,77,SV-40274(VN3)/KD-50X85K/AZ1,1,97
BTV,FGL14,22802017,080121,NISSHO PRECISION (MALAYSIA) SB,INJITIOP,502317101,FORMING REF. SHEET (PHN M),RC1S1,1,27,1,27,0,27,SV-40274(VN3)/KD-50X85K/E51,1,27
BTV,FGL14,22802017,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,502506701,PRISM H SHEET (LYX M),RC1S1,1,27,1,27,0,27,SV-40274(VN3)/KD-50X85K/E51,1,27
BTV,FGL14,22404012,080145,YH PRECISION (M) SDN BHD,INJIT,503318353,BACK CHASSIS ASSY (ML EPH),RC1S1,1,78,1,78,0,78,SV-40045(VN3)/KD-50X81DK/VN3,1,78
BTV,FGL14,22389062,080145,YH PRECISION (M) SDN BHD,INJIT,503318353,BACK CHASSIS ASSY (ML EPH),RC1S1,1,167,1,167,0,167,SV-40044(VN3)/KD-50X80K/VN3,1,167
BTV,FGL14,22389062,080121,NISSHO PRECISION (MALAYSIA) SB,INJITIOP,502317101,FORMING REF. SHEET (PHN M),RC1S1,1,167,1,167,0,167,SV-40044(VN3)/KD-50X80K/VN3,1,167
BTV,FGL14,22389062,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,503476901,MOP SHEET (EPH M),RC1S1,1,167,1,167,0,167,SV-40044(VN3)/KD-50X80K/VN3,1,167
BTV,FGL14,22389062,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,444772201,"BAG,PROTECTION PEHD(1500X1200)",RC1S1,1,167,1,167,0,167,SV-40044(VN3)/KD-50X80K/VN3,1,167
BTV,FGL14,22389062,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502471601,"CELL, PROTECTOR (ML RIS)",RC1S1,1,167,1,167,0,167,SV-40044(VN3)/KD-50X80K/VN3,1,167
BTV,FGL14,22379069,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,502399601,PRISM ON PRISM (LYX SM),RC1S1,1,384,1,384,0,384,SV-40047(VN3)/KD-43X80K/VN3,1,384
BTV,FGL14,22379069,080140,TOKOPAK SDN BHD,OUTJIT,502437503,"CUSHION, UPPER (SM LYX)",RC1S1,1,384,1,384,0,384,SV-40047(VN3)/KD-43X80K/VN3,1,384
BTV,FGL14,22379069,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,503310611,"STAND, R (SM EPH) A",RC1S1,1,384,1,384,0,384,SV-40047(VN3)/KD-43X80K/VN3,1,384
BTV,FGL14,22379069,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,384,1,384,0,384,SV-40047(VN3)/KD-43X80K/VN3,1,384
BTV,FGL14,22379069,108349,BOE TECH (HK) LTD_SCM RM,OCELLTCON,101410313,MOUNTED PWB E-T-CON (43),RC1S3,1,384,1,384,0,384,SV-40047(VN3)/KD-43X80K/VN3,1,384
BTV,FGL14,22255090,080140,TOKOPAK SDN BHD,OUTJIT,502291401,"CUSHION,UPP RGT PMOD (SM PHN)",RC1S1,1,208,0.125,26,0,26,P-MOD (YSCM050CCN01),1,208
BTV,FGL14,22255090,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503611,"BAG, PRO PEHD",RC1S1,1,208,1,208,0,208,P-MOD (YSCM050CCN01),1,208
BTV,FGL14,22255090,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502547301,"EPE, BLK PMOD (SM_ML PHN)",RC1S1,1,208,0.25,52,0,52,P-MOD (YSCM050CCN01),1,208
BTV,FGL14,22255090,108294,INNOLUX CORPORATION_SCM RM,ITCOCELL,101413211,LIQUID CRYSTAL ELEMENT(I500DJ7,RCGS1,1,208,1,208,0,208,P-MOD (YSCM050CCN01),1,208
BTV,FGL14,22255089,080124,BANGI PLASTICS SDN BHD,INJIT,503317741,BEZEL TP ASSY (ML EPH),RC1S1,1,688,1,688,0,688,P-MOD (YSCM050CCN01),1,688
BTV,FGL14,22255089,080140,TOKOPAK SDN BHD,OUTJIT,502291401,"CUSHION,UPP RGT PMOD (SM PHN)",RC1S1,1,688,0.125,86,0,86,P-MOD (YSCM050CCN01),1,688
BTV,FGL14,22255089,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502397401,"LAYER PAD B, PMOD (M LYX)",RC1S1,1,688,0.0625,43,0,43,P-MOD (YSCM050CCN01),1,688
BTV,FGL16,24600001,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101410211,LIQUID CRYSTAL ELEMENT(B430QUB,RCGS1,1,50,1,50,0,50,SV-41492(CEI)/FW-43BZ30L/CEI,1,50
BTV,FGL16,23590056,005101,RYOKA (MALAYSIA) SDN BHD,INJIT,503317611,BEZEL TP ASSY (SM EPH),RC1S1,1,288,1,288,0,288,P-MOD (YSCM043CCO01),1,288
BTV,FGL16,23590056,080140,TOKOPAK SDN BHD,OUTJIT,502291601,"CUSHION,UPP CTR PMOD (SM PHN)",RC1S1,1,288,0.125,36,0,36,P-MOD (YSCM043CCO01),1,288
BTV,FGL16,23590056,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502396801,"CTN,PMOD (SM LYX)",RC1S1,1,288,0.125,36,0,36,P-MOD (YSCM043CCO01),1,288
BTV,FGL16,23590056,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101013011,MOUNTED PWB LS BAR (PHN SM),RC1S3,1,288,5,1440,0,1440,P-MOD (YSCM043CCO01),1,288
BTV,FGL16,23590055,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITIOP,502577711,REFLECTIVE POLARIZER (LYX SM),RC1S1,1,560,1,560,0,560,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,23590055,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502397001,"TOP TRAY, PMOD (SM LYX)",RC1S1,1,560,0.0625,35,0,35,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,23590055,PA1005,MARUBUN/ARROW (S) PTE LTD,INJITILS,101013011,MOUNTED PWB LS BAR (PHN SM),RC1S3,1,560,5,2800,0,2800,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,23590051,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITIOP,502577711,REFLECTIVE POLARIZER (LYX SM),RC1S1,1,560,1,560,518,42,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,23590051,080140,TOKOPAK SDN BHD,OUTJIT,502291201,"CUSHION,LOW RGT PMOD (SM PHN)",RC1S1,1,560,0.125,70,24,46,P-MOD (YSCM043CCO01),1,560
BTV,FGL16,22970021,080124,BANGI PLASTICS SDN BHD,INJIT,502335913,BEZEL TP ASSY (SM LYX),RC1S1,1,192,1,192,0,192,SV-40203(TW6)/KM-43X85K/TW6,1,192
BTV,FGL16,22970021,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503862201,"CARTON, INDIVIDUAL (SM HRS)",RC1S1,1,192,1,192,0,192,SV-40203(TW6)/KM-43X85K/TW6,1,192
BTV,FGL16,22379070,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITIOP,502577711,REFLECTIVE POLARIZER (LYX SM),RC1S1,1,120,1,120,0,120,SV-40047(VN3)/KD-43X80K/VN3,1,120
BTV,FGL16,22379070,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,503310111,"STAND, L (SM EPH) A",RC1S1,1,120,1,120,0,120,SV-40047(VN3)/KD-43X80K/VN3,1,120
BTV,FGL16,22379070,108349,BOE TECH (HK) LTD_SCM RM,OCELLTCON,101410313,MOUNTED PWB E-T-CON (43),RC1S3,1,120,1,120,0,120,SV-40047(VN3)/KD-43X80K/VN3,1,120
BTV,FGL16,22256101,005101,RYOKA (MALAYSIA) SDN BHD,INJIT,503317611,BEZEL TP ASSY (SM EPH),RC1S1,1,480,1,480,0,480,P-MOD (YSCM043CCO01),1,480
BTV,FGL16,22256101,PR0162,KEIN HING INDUSTRY SDN BHD,INJIT,503318012,BACK CHASSIS ASSY (SM EPH),RC1S1,1,480,1,480,0,480,P-MOD (YSCM043CCO01),1,480
BTV,FGL16,22256101,080140,TOKOPAK SDN BHD,OUTJIT,502291701,"CUSHION,SIDE CTR PMOD (SM PHN)",RC1S1,1,480,0.25,120,0,120,P-MOD (YSCM043CCO01),1,480
BTV,FGL16,22256101,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502547301,"EPE, BLK PMOD (SM_ML PHN)",RC1S1,1,480,0.25,120,0,120,P-MOD (YSCM043CCO01),1,480
BTV,FGL16,22256100,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,502399601,PRISM ON PRISM (LYX SM),RC1S1,1,496,1,496,0,496,P-MOD (YSCM043CCO01),1,496
BTV,FGL16,22256100,080140,TOKOPAK SDN BHD,OUTJIT,502291501,"CUSHION,UPP LFT PMOD (SM PHN)",RC1S1,1,496,0.125,62,0,62,P-MOD (YSCM043CCO01),1,496
BTV,FGL16,22256100,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,502396901,"PALLET, PMOD (SM LYX)",RC1S1,1,496,0.0625,31,0,31,P-MOD (YSCM043CCO01),1,496
BTV,FGL23,24152003,080140,TOKOPAK SDN BHD,OUTJIT,503524701,"CUSH, UPP CTR PMOD (L SEP)",RC1S1,1,220,0.0909,20,0,20,P-MOD (YDCM055UNG01)(SVC),1,220
BTV,FGL23,23810005,080140,TOKOPAK SDN BHD,OUTJIT,503524801,"CUSH, SIDE CTR PMOD (L SEP)",RC1S1,1,880,0.1818,160,151,9,P-MOD (YDCM055UNG01),1,880
BTV,FGL23,22411440,080140,TOKOPAK SDN BHD,OUTJIT,503524501,"CUSH, UPP LFT PMOD (L SEP)",RC1S1,1,176,0.0909,16,0,16,P-MOD (YDCM055UNG01),1,176
BTV,FGL23,22411440,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,503586701,"EPE, BLK PMOD (L/2L SEP)",RC1S1,1,176,0.1818,32,0,32,P-MOD (YDCM055UNG01),1,176
BTV,FGL23,22411439,080140,TOKOPAK SDN BHD,OUTJIT,503524701,"CUSH, UPP CTR PMOD (L SEP)",RC1S1,1,440,0.0909,40,0,40,P-MOD (YDCM055UNG01),1,440
BTV,FGL23,22411439,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528801,"PALLET, PMOD (L SEP)",RC1S1,1,440,0.0455,20,0,20,P-MOD (YDCM055UNG01),1,440
BTV,FGL23,22411438,080140,TOKOPAK SDN BHD,OUTJIT,503524801,"CUSH, SIDE CTR PMOD (L SEP)",RC1S1,1,462,0.1818,84,0,84,P-MOD (YDCM055UNG01),1,462
BTV,FGL23,22411438,080148,DAI SUWON PACKAGING SDN BHD,OUTJIT,503816402,"CUSHION, SP (SEP)",RC1S1,1,462,2,924,0,924,P-MOD (YDCM055UNG01),1,462
BTV,FGL24,23808018,080140,TOKOPAK SDN BHD,OUTJIT,503525001,"CUSH, LOW LFT PMOD (L SEP)",RC1S1,1,330,0.0909,30,0,30,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808017,080140,TOKOPAK SDN BHD,OUTJIT,503524501,"CUSH, UPP LFT PMOD (L SEP)",RC1S1,1,506,0.0909,46,0,46,P-MOD (YDCM065UNG01),1,506
BTV,FGL24,23808016,080140,TOKOPAK SDN BHD,OUTJIT,503524601,"CUSH, UPP RGT PMOD (L SEP)",RC1S1,1,440,0.0909,40,0,40,P-MOD (YDCM065UNG01),1,440
BTV,FGL24,23808015,080140,TOKOPAK SDN BHD,OUTJIT,503525001,"CUSH, LOW LFT PMOD (L SEP)",RC1S1,1,330,0.0909,30,0,30,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808015,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,503586701,"EPE, BLK PMOD (L/2L SEP)",RC1S1,1,330,0.1818,60,0,60,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808015,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503529001,"CTN, PMOD (2L SEP)",RC1S1,1,330,0.0909,30,0,30,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808014,080140,TOKOPAK SDN BHD,OUTJIT,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",RC1S1,1,220,0.1818,40,0,40,P-MOD (YDCM065UNG01),1,220
BTV,FGL24,23808014,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503529201,"OUTER CTN, PMOD (2L SEP)",RC1S1,1,220,0.0455,10,0,10,P-MOD (YDCM065UNG01),1,220
BTV,FGL24,23808013,080140,TOKOPAK SDN BHD,OUTJIT,503524601,"CUSH, UPP RGT PMOD (L SEP)",RC1S1,1,330,0.0909,30,0,30,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808013,080140,TOKOPAK SDN BHD,OUTJIT,503524901,"CUSH, SIDE CTR PMOD (2L SEP)",RC1S1,1,330,0.1818,60,0,60,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808013,080140,TOKOPAK SDN BHD,OUTJIT,503525001,"CUSH, LOW LFT PMOD (L SEP)",RC1S1,1,330,0.0909,30,0,30,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808013,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503529201,"OUTER CTN, PMOD (2L SEP)",RC1S1,1,330,0.0455,15,0,15,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808012,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,503586701,"EPE, BLK PMOD (L/2L SEP)",RC1S1,1,330,0.1818,60,0,60,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,23808012,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503529101,"PALLET, PMOD (2L SEP)",RC1S1,1,330,0.0455,15,12,3,P-MOD (YDCM065UNG01),1,330
BTV,FGL24,22411442,080140,TOKOPAK SDN BHD,OUTJIT,503524701,"CUSH, UPP CTR PMOD (L SEP)",RC1S1,1,22,0.0909,2,0,2,P-MOD (YDCM055UNG01),1,22
BTV,FGL24,22411442,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528701,"CTN, PMOD (L SEP)",RC1S1,1,22,0.0909,2,0,2,P-MOD (YDCM055UNG01),1,22
BTV,FGL24,22411442,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503671501,"PILLAR, CORNER (SEP)",RC1S1,1,22,0.1818,4,0,4,P-MOD (YDCM055UNG01),1,22
BTV,FGL24,22411442,313804,SONY ELECT OPERATIONS (CN) LTD,OUTJITI,469459001,BAG PROTECTION P-MOD (PUC),RC1S1,1,22,0.0455,1,0,1,P-MOD (YDCM055UNG01),1,22
BTV,FGL24,22411441,080140,TOKOPAK SDN BHD,OUTJIT,503525001,"CUSH, LOW LFT PMOD (L SEP)",RC1S1,1,352,0.0909,32,0,32,P-MOD (YDCM055UNG01),1,352
BTV,FGL24,22411441,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528801,"PALLET, PMOD (L SEP)",RC1S1,1,352,0.0455,16,0,16,P-MOD (YDCM055UNG01),1,352
BTV,FGL32,24203005,080140,TOKOPAK SDN BHD,OUTJIT,504711401,CUS UPP LFT PMOD (L MLB),RC1S1,1,286,0.0909,26,0,26,P-MOD(YDDO065UND01),1,286
BTV,FGL32,24201011,080148,DAI SUWON PACKAGING SDN BHD,OUTJITC,503528801,"PALLET, PMOD (L SEP)",RC1S1,1,132,0.0455,6,0,6,P-MOD(YDDO055UND01),1,132
BTV,LG23,24432085,S85033,SONY CORPORATION,OCELLTCON,101495351,MOUNTED PWB E-T-CON (55),RCGS1,1,104,1,104,0,104,LCM 55 ASSY,1,104
BTV,LG23,24432084,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503621,"BAG, PRO PEHD",RC1S1,1,66,1,66,0,66,LCM 55 ASSY,1,66
BTV,LG23,24432082,080145,YH PRECISION (M) SDN BHD,INJIT,503356601,BACK COVER (L SEP) A,RC1S1,1,50,1,50,0,50,LCM 55 ASSY,1,50
BTV,LG23,24432082,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503621,"BAG, PRO PEHD",RC1S1,1,50,1,50,0,50,LCM 55 ASSY,1,50
BTV,LG23,23809009,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503621,"BAG, PRO PEHD",RC1S1,1,220,1,220,0,220,LCM 55 ASSY,1,220
BTV,LG23,23809009,S85033,SONY CORPORATION,ITCOCELL,101677211,OLED ELEMENT(L55PQL),RCGS1,1,220,1,220,0,220,LCM 55 ASSY,1,220
BTV,LG23,22412651,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503621,"BAG, PRO PEHD",RC1S1,1,176,1,176,0,176,LCM 55 ASSY,1,176
BTV,LG23,22412649,S85033,SONY CORPORATION,ITCOCELL,101495251,OLED ELEMENT(L55PQL),RCGS1,1,462,1,423,0,423,LCM 55 ASSY,1,423
BTV,LG24,24431066,S85034,SSCS (M) SDN BHD,INJITI,503356802,BACK COVER (2L SEP) A,RC1S1,1,688,1,688,0,688,LCM 65 ASSY,1,688
BTV,LG24,23807022,S85033,SONY CORPORATION,OCELLTCON,101677511,MOUNTED PWB E-T-CON (65),RC1S3,1,440,1,440,0,440,LCM 65 ASSY,1,440
BTV,LG24,23807018,S85033,SONY CORPORATION,ITCOCELL,101677411,OLED ELEMENT(L65PQL),RCGS1,1,330,1,330,0,330,LCM 65 ASSY,1,330
BTV,LG24,23807017,S85034,SSCS (M) SDN BHD,INJITI,503356802,BACK COVER (2L SEP) A,RC1S1,1,220,1,220,0,220,LCM 65 ASSY,1,220
BTV,LG24,22412653,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,502503621,"BAG, PRO PEHD",RC1S1,1,22,1,22,0,22,LCM 55 ASSY,1,22
BTV,LG24,22412652,080145,YH PRECISION (M) SDN BHD,INJIT,503356601,BACK COVER (L SEP) A,RC1S1,1,352,1,352,0,352,LCM 55 ASSY,1,352
BTV,LG32,24202012,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504461601,BEZEL BTM (L MLB) A,RC1S1,1,132,1,132,0,132,"LCM, 55 ASSY",1,132
BTV,LG32,24202011,108311,SAMSUNG JAPAN CORP_SCM RM,OCELLTCON,101673511,MOUNTED PWB E-T-CON (55),RC1S3,1,80,1,80,0,80,"LCM, 55 ASSY",1,80
BTV,FFL08,24560003,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502263801,"CUSHION, SIDE (ML PHN)",RC1S1,1,30,2,60,0,60,SV-41565(J1)/KJ-50X75WL/J1,1,30
BTV,FFL08,24519004,108349,BOE TECH (HK) LTD_SCM RM,PANELTV,101690011,LCD PANEL(B50WQ1),RCFS1,1,250,1,250,0,250,SV-41728(E33)/KD-50X75WL/E33,1,250
BTV,FFL08,24516004,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504927411,"CARTON, INDIVIDUAL (L PHNR)",RC1S1,1,210,1,210,0,210,SV-41727(E33)/KD-55X75WL/E33,1,210
BTV,FFL08,24183009,080140,TOKOPAK SDN BHD,OUTJIT,503595501,"CUSHION, LOWER C (3L SEP)",RC1S1,1,187,1,187,0,187,SV-41319(J1)/XRJ-77A80L/J1,1,187
BTV,FFL08,24183009,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,440992002,"BAG,PROTECTION PEHD(1950X1200)",RC1S1,1,187,1,187,0,187,SV-41319(J1)/XRJ-77A80L/J1,1,187
BTV,FFL08,22746014,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,15,1,15,0,15,SV-40276(VN3)/XR-48A90K/AZ1,1,15
BTV,FFL08,22745010,080140,TOKOPAK SDN BHD,OUTJIT,503566301,"CUSHION, UPPER (M LIO)",RC1S1,1,10,1,10,0,10,SV-40276(VN3)/XR-48A90K/TH8,1,10
BTV,FFL08,22745010,313804,SONY ELECT OPERATIONS (CN) LTD,OUTJITI,503569601,STAND BASE (ML LIO) A,RC1S1,1,10,1,10,0,10,SV-40276(VN3)/XR-48A90K/TH8,1,10
BTV,FFL08,22530038,080140,TOKOPAK SDN BHD,OUTJIT,503297301,"CUSHION, UPPER R (2L DER)",RC1S1,1,132,1,132,0,132,SV-40001(J1)/XRJ-65A95K/J1,1,132
BTV,FFL08,22530038,108311,SAMSUNG JAPAN CORP_SCM RM,PANELTV,101402711,OLED PANEL (S65FF1),RCFS1,1,132,1,132,0,132,SV-40001(J1)/XRJ-65A95K/J1,1,132
BTV,FFL10,24515004,108349,BOE TECH (HK) LTD_SCM RM,PANELTV,101690211,LCD PANEL(B65WQ1),RCFS1,1,17,1,17,0,17,SV-41726(E33)/KD-65X75WL/E33,1,17
BTV,FFL10,24515003,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,150,1,150,0,150,SV-41726(E33)/KD-65X75WL/E33,1,150
BTV,FFL10,24515003,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,504927511,"CARTON, INDIVIDUAL (2L PHNR)",RC1S1,1,150,1,150,0,150,SV-41726(E33)/KD-65X75WL/E33,1,150
BTV,FFL10,24489003,080124,BANGI PLASTICS SDN BHD,INJITI,504591751,REAR COVER (2L PHNM) A,RC1S1,1,105,1,105,0,105,SV-41563(J1)/KJ-65X75WL/J1,1,105
BTV,FFL10,24489003,080140,TOKOPAK SDN BHD,OUTJIT,500840902,"CUSHION, FRONT (2L BNN)",RC1S1,1,105,1,105,0,105,SV-41563(J1)/KJ-65X75WL/J1,1,105
BTV,FFL10,24469004,080140,TOKOPAK SDN BHD,OUTJIT,504888601,CUSHION UPPER R (3L PHNM),RC1S1,1,88,1,88,0,88,SV-41725(E33)/KD-75X75WL/E33,1,88
BTV,FFL10,24469004,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504927611,"CARTON, INDIVIDUAL (3L PHNR)",RC1S1,1,88,1,88,0,88,SV-41725(E33)/KD-75X75WL/E33,1,88
BTV,FFL10,24469004,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44400301,"PAPER PALLET, BNN 75"" (6)",RC1S1,1,88,0.0909,8,0,8,SV-41725(E33)/KD-75X75WL/E33,1,88
BTV,FFL10,24401002,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504502501,"CUSHION, LOWER L (3L PLD)",RC1S1,1,48,1,48,0,48,SV-41137(VN3)/XR-75X95L/IA2,1,48
BTV,FFL10,24401002,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,502605501,"SHEET,PROTECTION(T=0.32MM)",RC1S1,1,48,1,48,0,48,SV-41137(VN3)/XR-75X95L/IA2,1,48
BTV,FFL10,24211001,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,502566901,REAR COVER (4L SGT) A,RC1S1,1,10,1,10,0,10,SV-41120(AZ1)/XR-83A80L/AF1,1,10
BTV,FFL10,24211001,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502467301,"CUSHION, LOWER R (4L SGT)",RC1S1,1,10,1,10,0,10,SV-41120(AZ1)/XR-83A80L/AF1,1,10
BTV,FFL10,24211001,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502467501,"CUSHION, SIDE L (4L SGT)",RC1S1,1,10,1,10,0,10,SV-41120(AZ1)/XR-83A80L/AF1,1,10
BTV,FFL10,24211001,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44407301,"TOP BOARD, SGT 83"" (KF)",RC1S1,1,10,0.2,2,0,2,SV-41120(AZ1)/XR-83A80L/AF1,1,10
BTV,FFL10,22947018,080140,TOKOPAK SDN BHD,OUTJIT,504959801,"CUSHION, UPPER L (4L TGR)",RC1S1,1,107,1,107,0,107,SV-40266(VN3)/KD-85X85K/E51,1,107
BTV,FFL10,22947018,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,459648501,"BAG,PROTECTION PEHD(2400X1500)",RC1S1,1,107,1,107,0,107,SV-40266(VN3)/KD-85X85K/E51,1,107
BTV,FFL10,22931020,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502432101,"CUSHION, LOWER R (3L RIS)",RC1S1,1,154,1,154,0,154,SV-40268(VN3)/KD-75X85K/AF1,1,154
BTV,FFL10,22931020,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502473901,"CUSHION, FRONT (3L RIS)",RC1S1,1,154,1,154,0,154,SV-40268(VN3)/KD-75X85K/AF1,1,154
BTV,FFL10,22931020,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,440992002,"BAG,PROTECTION PEHD(1950X1200)",RC1S1,1,154,1,154,0,154,SV-40268(VN3)/KD-75X85K/AF1,1,154
BTV,FFL10,22931020,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44406501,"TOP BOARD, BNN 75"" (6) (KF)",RC1S1,1,154,0.0909,14,0,14,SV-40268(VN3)/KD-75X85K/AF1,1,154
BTV,FFL10,22767017,507800,SONY CORPORATION,PANELTV,A5043422A,P-MOD (YDCM075DCS02),RCFS1,1,204,1,204,132,72,SV-40051(VN3)/XR-75X90K/1AF1,1,204
BTV,FFL10,22764019,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,502541201,"CELL, PROTECTOR (3L RIS)",RC1S1,1,44,1,44,0,44,SV-40051(VN3)/XR-75X90K/UAF1,1,44
