MRP_WHS_GRP,WS_CD,JOC_CD,VENDOR_CD,VENDOR_DESC,DISB_CHARGE_CD,ITEM_NO,ITEM_DESC,WHS_CD,STD_PACK,PLAN_LOT_SIZE,USAGE_QTY,PLAN_LOT_USAGE_QTY,SUPPLY_QTY,OPEN_QTY,PARENT_ITEM_DESC,START_ECN_ACCUM_QTY,END_ECN_ACCUM_QTY
BTV,FGL06,24310005,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101714311,LIQUID CRYSTAL ELEMENT(B65QUB),RCGS1,1,288,1,288,0,288,SV-41723(E33)/KD-65X80L/E33,1,288
BTV,FGL06,24248005,PA1092,CHINA STAR OPTOELEC INTL HK,ITCOCELL,101716111,LIQUID CRYSTAL ELEMENT(C65D07),RCGS1,1,320,1,320,0,320,SV-41475(TW6)/KM-65X85L/TW6,1,320
BTV,FGL06,24200002,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504409901,"CUSHION, SIDE (2L CBN)",RC1S1,1,158,2,316,0,316,SV-41132(VN3)/XR-65X90L/UAF1,1,158
BTV,FGL06,24200002,PA1092,CHINA STAR OPTOELEC INTL HK,OCELLTCON,101715611,MOUNTED PWB E-T-CON (65),RC1S3,1,158,1,158,0,158,SV-41132(VN3)/XR-65X90L/UAF1,1,158
BTV,FGL06,24199003,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504409901,"CUSHION, SIDE (2L CBN)",RC1S1,1,157,2,314,0,314,SV-41132(VN3)/XR-65X90L/IA2,1,157
BTV,FGL06,24192010,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504409801,"CUSHION, LOWER (2L CBN)",RC1S1,1,326,1,326,0,326,SV-41132(VN3)/XR-65X90L/AZ1,1,326
BTV,FGL06,24181002,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504481102,BEZEL TP ASSY (2L CBN),RC1S1,1,40,1,40,0,40,SV-41132(VN3)/XR-65X90L/TH8,1,40
BTV,FGL06,24181002,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,40,1,40,0,40,SV-41132(VN3)/XR-65X90L/TH8,1,40
BTV,FGL06,24181002,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,501969901,"BAG,PROTECTION SLIT(1720X1050)",RC1S1,1,40,1,40,0,40,SV-41132(VN3)/XR-65X90L/TH8,1,40
BTV,FGL06,24174007,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504483001,BEZEL BT ASSY (2L CBN),RC1S1,1,127,1,127,0,127,SV-41132(VN3)/XR-65X90L/VN3,1,127
BTV,FGL06,24174007,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504410102,"CUSHION, FRONT (2L CBN)",RC1S1,1,127,1,127,0,127,SV-41132(VN3)/XR-65X90L/VN3,1,127
BTV,FGL06,24174007,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,127,1,127,0,127,SV-41132(VN3)/XR-65X90L/VN3,1,127
BTV,FGL06,24174007,080006,ORNAPAPER INDUSTRY (M) SDN BHD,OUTJITC,504410301,TRAY (2L CBN),RC1S1,1,127,1,127,0,127,SV-41132(VN3)/XR-65X90L/VN3,1,127
BTV,FGL06,24174007,PA1085,TSB (HK) INTERNATIONAL CO LTD,INJITILS,101539921,RELAY BOARD (2L)-80,RC1S3,1,127,1,127,0,127,SV-41132(VN3)/XR-65X90L/VN3,1,127
BTV,FGL06,24174007,PA1092,CHINA STAR OPTOELEC INTL HK,OCELLTCON,101715611,MOUNTED PWB E-T-CON (65),RC1S3,1,127,1,127,0,127,SV-41132(VN3)/XR-65X90L/VN3,1,127
BTV,FGL06,24151009,S80003,SONY TAIWAN LIMITED,INJITIOP,504447001,DIFFUSER PLATE (EPH 2L),RC1S1,1,400,1,400,0,400,SV-41141(PL1)/KD-65X80L/PL1,1,400
BTV,FGL06,24151009,080140,TOKOPAK SDN BHD,OUTJIT,502400501,"CUSHION, SIDE (2L RIS)",RC1S1,1,400,2,800,0,800,SV-41141(PL1)/KD-65X80L/PL1,1,400
BTV,FGL06,24106026,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,500406401,EPE PMOD (L/2L SN),RC1S1,1,688,0.25,172,0,172,P-MOD (YDDM065DCS01),1,688
BTV,FGL06,24106026,080148,DAI SUWON PACKAGING SDN BHD,OUTJITB,504581601,"EPE, BLK PMOD (CBN)",RC1S1,1,688,0.25,172,0,172,P-MOD (YDDM065DCS01),1,688
BTV,FGL06,24106026,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITILS,101667911,MOUNTED PWB LS BAR (ERP 2L),RC1S3,1,688,16,11008,0,11008,P-MOD (YDDM065DCS01),1,688
BTV,FGL06,23955014,PA1085,TSB (HK) INTERNATIONAL CO LTD,INJITILS,101539921,RELAY BOARD (2L)-80,RC1S3,1,192,1,192,0,192,P-MOD (YDDM065DGS01),1,192
BTV,FGL06,23875006,080124,BANGI PLASTICS SDN BHD,INJIT,503338211,BEZEL TP ASSY (2L EPH),RC1S1,1,264,1,264,0,264,SV-41111(VN3)/KD-65X80L/UAF1,1,264
BTV,FGL06,23875006,080140,TOKOPAK SDN BHD,OUTJIT,503472702,"CUSHION, UPPER (2L RIS)",RC1S1,1,264,1,264,0,264,SV-41111(VN3)/KD-65X80L/UAF1,1,264
BTV,FGL06,23875006,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,504473011,STAND L (L EPH2) A,RC1S1,1,264,1,264,0,264,SV-41111(VN3)/KD-65X80L/UAF1,1,264
BTV,FGL06,23875006,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITILS,101410111,MOUNTED PWB LS BAR (EPH 2L),RC1S3,1,264,12,3168,0,3168,SV-41111(VN3)/KD-65X80L/UAF1,1,264
BTV,FGL06,23874008,080124,BANGI PLASTICS SDN BHD,INJIT,502459115,REAR COVER ASSY (2L LYX),RC1S1,1,406,1,406,0,406,SV-41111(VN3)/KD-65X80L/IA2,1,406
BTV,FGL06,23874008,080145,YH PRECISION (M) SDN BHD,INJIT,503339713,BACK CHASSIS ASSY (2L EPH),RC1S1,1,406,1,406,0,406,SV-41111(VN3)/KD-65X80L/IA2,1,406
BTV,FGL06,23874008,000602,CHIYODA INTEGRE CO.(M) SDN BHD,INJITIOP,503478031,MOP SHEET (EPH 2L),RC1S1,1,406,1,406,0,406,SV-41111(VN3)/KD-65X80L/IA2,1,406
BTV,FGL06,23874008,080140,TOKOPAK SDN BHD,OUTJIT,503472702,"CUSHION, UPPER (2L RIS)",RC1S1,1,406,1,406,0,406,SV-41111(VN3)/KD-65X80L/IA2,1,406
BTV,FGL06,23874008,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITILS,101410111,MOUNTED PWB LS BAR (EPH 2L),RC1S3,1,406,12,4872,0,4872,SV-41111(VN3)/KD-65X80L/IA2,1,406
BTV,FGL06,23867005,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503415001,BEZEL BT ASSY (2L EPH),RC1S1,1,719,1,719,0,719,SV-41111(VN3)/KD-65X80L/AF1,1,719
BTV,FGL06,23867005,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITILS,101410111,MOUNTED PWB LS BAR (EPH 2L),RC1S3,1,719,12,8628,0,8628,SV-41111(VN3)/KD-65X80L/AF1,1,719
BTV,FGL06,23865003,080140,TOKOPAK SDN BHD,OUTJIT,503472801,"CUSHION, LOWER (2L RIS)",RC1S1,1,139,1,139,0,139,SV-41111(VN3)/KD-65X80L/MY1,1,139
BTV,FGL06,23865003,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101714311,LIQUID CRYSTAL ELEMENT(B65QUB),RCGS1,1,139,1,139,0,139,SV-41111(VN3)/KD-65X80L/MY1,1,139
BTV,FGL06,23864004,080145,YH PRECISION (M) SDN BHD,INJIT,503339713,BACK CHASSIS ASSY (2L EPH),RC1S1,1,115,1,115,0,115,SV-41111(VN3)/KD-65X80L/TH8,1,115
BTV,FGL06,23864004,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,504473011,STAND L (L EPH2) A,RC1S1,1,115,1,115,0,115,SV-41111(VN3)/KD-65X80L/TH8,1,115
BTV,FGL06,23864004,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,504473111,STAND R (L EPH2) A,RC1S1,1,115,1,115,0,115,SV-41111(VN3)/KD-65X80L/TH8,1,115
BTV,FGL06,23864004,108349,BOE TECH (HK) LTD_SCM RM,OCELLTCON,101714412,MOUNTED PWB E-T-CON (65),RC1S3,1,115,1,115,0,115,SV-41111(VN3)/KD-65X80L/TH8,1,115
BTV,FGL06,23863007,000602,CHIYODA INTEGRE CO.(M) SDN BHD,INJITIOP,503478101,REFLECTIVE SHEET (EPH 2L),RC1S1,1,321,1,321,0,321,SV-41185(TW6)/KM-65X80L /TW6,1,321
BTV,FGL06,23863007,S80003,SONY TAIWAN LIMITED,INJITIOP,504447001,DIFFUSER PLATE (EPH 2L),RC1S1,1,321,1,321,0,321,SV-41185(TW6)/KM-65X80L /TW6,1,321
BTV,FGL06,23863007,080140,TOKOPAK SDN BHD,OUTJIT,503472801,"CUSHION, LOWER (2L RIS)",RC1S1,1,321,1,321,0,321,SV-41185(TW6)/KM-65X80L /TW6,1,321
BTV,FGL06,21720027,PR0162,KEIN HING INDUSTRY SDN BHD,INJIT,502552711,BACK CHASSIS ASSY (L PHN),RC1S1,1,30,1,30,0,30,SV-39443(AF1)/FW-55BZ30J/AF1,1,30
BTV,FGL06,21720027,S80003,SONY TAIWAN LIMITED,INJITIOP,502541101,DIFFUSER PLATE (PHN L),RC1S1,1,30,1,30,0,30,SV-39443(AF1)/FW-55BZ30J/AF1,1,30
BTV,FGL06,20581051,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,502220433,"STAND, L (2L LYX) A",RC1S1,1,290,1,290,0,290,SV-39125(RU3)/KD-55X81J/RU3,1,290
BTV,FGL06,20581051,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,502775001,"CARTON, INDIVIDUAL (L PHN)",RC1S1,1,290,1,290,0,290,SV-39125(RU3)/KD-55X81J/RU3,1,290
BTV,FGL06,20581051,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101410611,LIQUID CRYSTAL ELEMENT(B550QUB,RCGS1,1,290,1,290,0,290,SV-39125(RU3)/KD-55X81J/RU3,1,290
BTV,FGL06,20581050,001504,FORMOSA PROSONIC INDUSTRIES BH,OUTJIT,502220433,"STAND, L (2L LYX) A",RC1S1,1,10,1,10,0,10,SV-39125(RU3)/KD-55X81J/RU3,1,10
BTV,FGL06,20581050,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,10,1,10,0,10,SV-39125(RU3)/KD-55X81J/RU3,1,10
BTV,FGL06,20579034,000602,CHIYODA INTEGRE CO.(M) SDN BHD,INJITIOP,502541401,REFLECTIVE SHEET (PHN 2L),RC1S1,1,490,1,490,194,296,SV-39117(RU3)/KD-65X81J/RU3,1,490
BTV,FGL06,20579034,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,502158201,CUSHION SIDE (2L PHN),RC1S1,1,490,2,980,336,644,SV-39117(RU3)/KD-65X81J/RU3,1,490
BTV,FGL06,20579034,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101410812,LIQUID CRYSTAL ELEMENT(B650QUB,RCGS1,1,490,1,490,0,490,SV-39117(RU3)/KD-65X81J/RU3,1,490
BTV,FGL06,20579033,S80003,SONY TAIWAN LIMITED,INJITIOP,502541501,DIFFUSER PLATE (PHN 2L),RC1S1,1,10,1,10,0,10,SV-39117(RU3)/KD-65X81J/RU3,1,10
BTV,FGL06,20579033,108349,BOE TECH (HK) LTD_SCM RM,ITCOCELL,101410812,LIQUID CRYSTAL ELEMENT(B650QUB,RCGS1,1,10,1,10,0,10,SV-39117(RU3)/KD-65X81J/RU3,1,10
BTV,FGL08,24629001,080144,JEBSEN & JESSEN PACKAGING S/B,OUTJIT,504542001,"CUSHION,LOWER (L MLB)",RC1S1,1,80,1,80,0,80,SV-41451(AZ1)/XR-55A95L/AZ1,1,80
BTV,FGL08,24629001,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,80,1,80,0,80,SV-41451(AZ1)/XR-55A95L/AZ1,1,80
BTV,FGL08,24175003,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,50,1,50,0,50,SV-41167(HK5)/XR-55A80L/HK5,1,50
BTV,FGL08,24122003,080140,TOKOPAK SDN BHD,OUTJIT,503531001,CUSHION LOWER (L SEP),RC1S1,1,66,1,66,0,66,SV-41125(VN3)/XR-55A80L/TH8,1,66
BTV,FGL08,24093018,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,501969901,"BAG,PROTECTION SLIT(1720X1050)",RC1S1,1,688,1,688,100,588,SV-41320(J1)/XRJ-65A80L/J1,1,688
BTV,FGL08,24093018,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44406801,"TOP BOARD, SGT 65"" (KF)",RC1S1,1,688,0.1667,115,30,85,SV-41320(J1)/XRJ-65A80L/J1,1,688
BTV,FGL08,23953033,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,200,1,200,0,200,SV-41321(J1)/XRJ-55A80L/J1,1,200
BTV,FGL08,22776016,313804,SONY ELECT OPERATIONS (CN) LTD,OUTJITI,457451611,"BAG, PROTECTION AL",RC1S1,1,552,1,552,0,552,P-MOD(S65FF1)(SVC),1,552
BTV,FGL08,22776015,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472419601,DESSICANT(50G,RC1S1,1,360,2,720,0,720,P-MOD(S65FF1)(SVC),1,360
BTV,FGL12,24590001,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,504604001,DIFFUSER PLATE (CBN 4L),RC1S1,1,5,1,5,0,5,SV-41128(VN3)/XR-85X90L/AZ1,1,5
BTV,FGL12,24590001,080140,TOKOPAK SDN BHD,OUTJIT,504567301,CUSHION LOWER C (4L CBN),RC1S1,1,5,1,5,0,5,SV-41128(VN3)/XR-85X90L/AZ1,1,5
BTV,FGL12,24582003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,504604001,DIFFUSER PLATE (CBN 4L),RC1S1,1,10,1,10,0,10,SV-41128(VN3)/XR-85X90L/VN3,1,10
BTV,FGL12,24582003,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,10,1,10,0,10,SV-41128(VN3)/XR-85X90L/VN3,1,10
BTV,FGL12,24580002,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,20,1,20,0,20,SV-41474(TW6)/KM-75X85L/TW6,1,20
BTV,FGL12,24580002,PA1086,ELEMATEC SINGAPORE (PTE) LTD,INJITILS,101668011,MOUNTED PWB LS BAR (ERP 3L),RC1S3,1,20,16,320,0,320,SV-41474(TW6)/KM-75X85L/TW6,1,20
BTV,FGL12,24572002,PA1257,INABATA MALAYSIA SDN BHD,INJITIOP,504602801,REF.POL.ON POP (ERP 3L),RC1S1,1,332,1,332,0,332,SV-41444(VN3)/KD-75X85L/AZ1,1,332
BTV,FGL12,24572002,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44400301,"PAPER PALLET, BNN 75"" (6)",RC1S1,1,332,0.0909,31,0,31,SV-41444(VN3)/KD-75X85L/AZ1,1,332
BTV,FGL12,24572002,PA1092,CHINA STAR OPTOELEC INTL HK,ITCOCELL,101716311,LIQUID CRYSTAL ELEMENT(C75D04),RCGS1,1,332,1,332,0,332,SV-41444(VN3)/KD-75X85L/AZ1,1,332
BTV,FGL12,24563004,000602,CHIYODA INTEGRE CO.(M) SDN BHD,INJITIOP,504603411,REFLECTIVE SHEET (ERP 3L),RC1S1,1,230,1,230,0,230,SV-41444(VN3)/KD-75X85L/VN3,1,230
BTV,FGL12,24563004,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504573601,TRAY (3L CBN),RC1S1,1,230,1,230,0,230,SV-41444(VN3)/KD-75X85L/VN3,1,230
BTV,FGL12,24563004,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44400101,"PAPER PALLET, BNN 75"" (5)",RC1S1,1,230,0.0909,21,0,21,SV-41444(VN3)/KD-75X85L/VN3,1,230
BTV,FGL12,24563004,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44406401,"TOP BOARD, BNN 75""(5) (KF)",RC1S1,1,230,0.0909,21,0,21,SV-41444(VN3)/KD-75X85L/VN3,1,230
BTV,FGL12,24506002,080106,ZHAORI PACKAGING INDUSTRIES M,OUTJIT,504470001,CUSHION SIDE (3L CBN),RC1S1,1,180,2,360,0,360,SV-41130(VN3)/XR-75X90L/IA2,1,180
BTV,FGL12,24506002,PA1092,CHINA STAR OPTOELEC INTL HK,OCELLTCON,101715811,MOUNTED PWB E-T-CON (75),RC1S3,1,180,1,180,0,180,SV-41130(VN3)/XR-75X90L/IA2,1,180
BTV,FGL12,24504006,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504481301,BEZEL TP ASSY (3L CBN),RC1S1,1,313,1,313,0,313,SV-41130(VN3)/XR-75X90L/AZ1,1,313
BTV,FGL12,24504006,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504573601,TRAY (3L CBN),RC1S1,1,313,1,313,0,313,SV-41130(VN3)/XR-75X90L/AZ1,1,313
BTV,FGL12,24504006,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44406501,"TOP BOARD, BNN 75"" (6) (KF)",RC1S1,1,313,0.0909,29,0,29,SV-41130(VN3)/XR-75X90L/AZ1,1,313
BTV,FGL12,24504006,PA1085,TSB (HK) INTERNATIONAL CO LTD,INJITILS,101539811,RELAY BOARD (3L)-80,RC1S3,1,313,1,313,0,313,SV-41130(VN3)/XR-75X90L/AZ1,1,313
BTV,FGL12,24502003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504484901,BACK CHASSIS ASSY (3L CBN),RC1S1,1,124,1,124,0,124,SV-41130(VN3)/XR-75X90L/E51,1,124
BTV,FGL12,24502003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,504589201,DIFFUSER PLATE (CBN 3L),RC1S1,1,124,1,124,0,124,SV-41130(VN3)/XR-75X90L/E51,1,124
BTV,FGL12,24502003,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,440992002,"BAG,PROTECTION PEHD(1950X1200)",RC1S1,1,124,1,124,0,124,SV-41130(VN3)/XR-75X90L/E51,1,124
BTV,FGL12,24502003,PA1092,CHINA STAR OPTOELEC INTL HK,ITCOCELL,101715711,LIQUID CRYSTAL ELEMENT(C75D04),RCGS1,1,124,1,124,0,124,SV-41130(VN3)/XR-75X90L/E51,1,124
BTV,FGL12,24499003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504481301,BEZEL TP ASSY (3L CBN),RC1S1,1,22,1,22,0,22,SV-41130(VN3)/XR-75X90L/AF1,1,22
BTV,FGL12,24499003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504483202,BEZEL BT ASSY (3L CBN),RC1S1,1,22,1,22,0,22,SV-41130(VN3)/XR-75X90L/AF1,1,22
BTV,FGL12,24499003,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504484901,BACK CHASSIS ASSY (3L CBN),RC1S1,1,22,1,22,0,22,SV-41130(VN3)/XR-75X90L/AF1,1,22
BTV,FGL12,24499003,080106,ZHAORI PACKAGING INDUSTRIES M,OUTJIT,504469701,CUSHION UPPER L (3L CBN),RC1S1,1,22,1,22,0,22,SV-41130(VN3)/XR-75X90L/AF1,1,22
BTV,FGL12,24499003,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,22,1,22,0,22,SV-41130(VN3)/XR-75X90L/AF1,1,22
BTV,FGL12,24499003,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504573501,CELL PROTECTOR (3L CBN),RC1S1,1,22,1,22,0,22,SV-41130(VN3)/XR-75X90L/AF1,1,22
BTV,FGL12,24498002,000602,CHIYODA INTEGRE CO.(M) SDN BHD,INJITIOP,504585721,REFLECTIVE SHEET (CBN 3L),RC1S1,1,23,1,23,0,23,SV-41130(VN3)/XR-75X90L/MY1,1,23
BTV,FGL12,24498002,313804,SONY ELECT OPERATIONS (CN) LTD,INJITIOP,504589201,DIFFUSER PLATE (CBN 3L),RC1S1,1,23,1,23,0,23,SV-41130(VN3)/XR-75X90L/MY1,1,23
BTV,FGL12,24498002,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,440992002,"BAG,PROTECTION PEHD(1950X1200)",RC1S1,1,23,1,23,0,23,SV-41130(VN3)/XR-75X90L/MY1,1,23
BTV,FGL12,24498002,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504926701,"CARTON, INDIVIDUAL (3L CBN)",RC1S1,1,23,1,23,0,23,SV-41130(VN3)/XR-75X90L/MY1,1,23
BTV,FGL12,24498002,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44400301,"PAPER PALLET, BNN 75"" (6)",RC1S1,1,23,0.0909,3,0,3,SV-41130(VN3)/XR-75X90L/MY1,1,23
BTV,FGL12,24498002,PA1092,CHINA STAR OPTOELEC INTL HK,OCELLTCON,101715811,MOUNTED PWB E-T-CON (75),RC1S3,1,23,1,23,0,23,SV-41130(VN3)/XR-75X90L/MY1,1,23
BTV,FGL12,24488005,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,504132111,BEZEL TP ASSY (4L TGR),RC1S1,1,110,1,110,0,110,SV-41139(PL1)/KD-85X80L/PL1,1,110
BTV,FGL12,24488005,507800,SONY CORPORATION,INJITIOP,A5061773A,SPRO MODULE DQG0854SHWAM,RC1S1,1,110,1,110,0,110,SV-41139(PL1)/KD-85X80L/PL1,1,110
BTV,FGL12,24488005,080140,TOKOPAK SDN BHD,OUTJIT,504960001,"CUSHION, FRONT (4L TGR)",RC1S1,1,110,1,110,0,110,SV-41139(PL1)/KD-85X80L/PL1,1,110
BTV,FGL12,24488005,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,459648501,"BAG,PROTECTION PEHD(2400X1500)",RC1S1,1,110,1,110,0,110,SV-41139(PL1)/KD-85X80L/PL1,1,110
BTV,FGL12,24488005,080156,DYNAPAC GF (MALAYSIA) SDN BHD,OUTJITC,Z44405201,"PAPER PALLET, LYX 85""",RC1S1,1,110,0.2,22,0,22,SV-41139(PL1)/KD-85X80L/PL1,1,110
BTV,FGL12,24338002,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,459648501,"BAG,PROTECTION PEHD(2400X1500)",RC1S1,1,16,1,16,0,16,SV-41439(E51)/KD-85X81BL/AF1,1,16
BTV,FGL12,24308002,S80003,SONY TAIWAN LIMITED,INJITIOP,504848601,DIFFUSER PLATE (HRS 4L P3),RC1S1,1,610,1,610,0,610,SV-41109(VN3)/KD-85X80L/IA2,1,610
BTV,FGL12,24308002,002128,DANSONPACK (KL) SDN BHD,OUTJITB,472440601,"ACC, POUCH",RC1S1,1,610,1,610,0,610,SV-41109(VN3)/KD-85X80L/IA2,1,610
BTV,FGL12,24308002,108035,AUO CORPORATION_SCM RM,OCELLTCON,101717211,MOUNTED PWB E-T-CON (85),RC1S3,1,610,1,610,0,610,SV-41109(VN3)/KD-85X80L/IA2,1,610
BTV,FGL12,24307002,080140,TOKOPAK SDN BHD,OUTJIT,504959502,"CUSHION, LOWER C (4L TGR)",RC1S1,1,83,1,83,48,35,SV-41109(VN3)/KD-85X80L/MY1,1,83
BTV,FGL12,24307002,080140,TOKOPAK SDN BHD,OUTJIT,504959701,"CUSHION, SIDE (4L TGR)",RC1S1,1,83,2,166,36,130,SV-41109(VN3)/KD-85X80L/MY1,1,83
BTV,FGL12,24307002,080140,TOKOPAK SDN BHD,OUTJIT,504959801,"CUSHION, UPPER L (4L TGR)",RC1S1,1,83,1,83,48,35,SV-41109(VN3)/KD-85X80L/MY1,1,83
BTV,FGL12,24302003,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503442501,"CELL, PROTECTOR (4L TGR)",RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/TH8,1,60
BTV,FGL12,24295005,080140,TOKOPAK SDN BHD,OUTJIT,504959701,"CUSHION, SIDE (4L TGR)",RC1S1,1,384,2,768,0,768,SV-41109(VN3)/KD-85X80L/AZ1,1,384
BTV,FGL12,24295005,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,503442401,TRAY (4L TGR),RC1S1,1,384,1,384,0,384,SV-41109(VN3)/KD-85X80L/AZ1,1,384
BTV,FGL12,24295005,108035,AUO CORPORATION_SCM RM,OCELLTCON,101717211,MOUNTED PWB E-T-CON (85),RC1S3,1,384,1,384,0,384,SV-41109(VN3)/KD-85X80L/AZ1,1,384
BTV,FGL12,24295005,108035,AUO CORPORATION_SCM RM,ITCOCELL,101717112,LIQUID CRYSTAL ELEMENT(A85QVN),RCGS1,1,384,1,22,0,22,SV-41109(VN3)/KD-85X80L/AZ1,363,384
BTV,FGL12,24294006,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503499323,BACK CHASSIS ASSY (4L HRS),RC1S1,1,179,1,179,0,179,SV-41109(VN3)/KD-85X80L/AF1,1,179
BTV,FGL12,24294006,080140,TOKOPAK SDN BHD,OUTJIT,504959502,"CUSHION, LOWER C (4L TGR)",RC1S1,1,179,1,179,0,179,SV-41109(VN3)/KD-85X80L/AF1,1,179
BTV,FGL12,24294006,080140,TOKOPAK SDN BHD,OUTJIT,504959801,"CUSHION, UPPER L (4L TGR)",RC1S1,1,179,1,179,0,179,SV-41109(VN3)/KD-85X80L/AF1,1,179
BTV,FGL12,24294006,005715,TOSIN PACKAGING (M) SDN BHD,OUTJITB,459648501,"BAG,PROTECTION PEHD(2400X1500)",RC1S1,1,179,1,179,0,179,SV-41109(VN3)/KD-85X80L/AF1,1,179
BTV,FGL12,24289004,S80003,SONY TAIWAN LIMITED,INJITIOP,504848601,DIFFUSER PLATE (HRS 4L P3),RC1S1,1,16,1,16,0,16,SV-41109(VN3)/KD-85X80L/E51,1,16
BTV,FGL12,24289004,080140,TOKOPAK SDN BHD,OUTJIT,504959502,"CUSHION, LOWER C (4L TGR)",RC1S1,1,16,1,16,0,16,SV-41109(VN3)/KD-85X80L/E51,1,16
BTV,FGL12,24219005,001802,GS PAPERBOARD & PACKAGING S/B,OUTJITC,504799901,"CARTON, INDIVIDUAL (4L EPH2)",RC1S1,1,16,1,16,0,16,SV-41181(TW6)/KM-85X80L/TW6,1,16
BTV,FGL12,24217005,313804,SONY ELECT OPERATIONS (CN) LTD,INJITI,503499323,BACK CHASSIS ASSY (4L HRS),RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/VN3,1,60
BTV,FGL12,24217005,080140,TOKOPAK SDN BHD,OUTJIT,504960001,"CUSHION, FRONT (4L TGR)",RC1S1,1,60,1,60,0,60,SV-41109(VN3)/KD-85X80L/VN3,1,60
BTV,FGL14,24602001,080121,NISSHO PRECISION (MALAYSIA) SB,INJITIOP,502317101,FORMING REF. SHEET (PHN M),RC1S1,1,50,1,50,0,50,SV-41489(CEI)/FW-50BZ30L/CEI,1,50
